timestamp,wind_speed
2024-12-01,4.678958909378214
2024-12-02,2.414512986158443
2024-12-03,8.585480950087051
2024-12-04,7.448754830382692
2024-12-05,4.564802902249044
2024-12-06,4.462636401670305
2024-12-07,6.928050897241159
2024-12-08,5.244977930729366
2024-12-09,3.521979952663225
2024-12-10,6.02532499808197
2024-12-11,1.7368499426966015
2024-12-12,5.060538268011367
2024-12-13,7.275053253985909
2024-12-14,2.3217223875666573
2024-12-15,0.0
2024-12-16,4.191061201053934
2024-12-17,3.260862357913175
2024-12-18,5.341725827920069
2024-12-19,1.9632855002030434
2024-12-20,1.3998663099171949
2024-12-21,6.4344766010854
2024-12-22,6.187377938176967
2024-12-23,6.028994151080131
2024-12-24,1.7912934729706405
2024-12-25,6.2209109054927305
2024-12-26,7.480925437792205
2024-12-27,2.0243584965116947
2024-12-28,5.77039276151881
2024-12-29,5.242820996690012
2024-12-30,6.555766618108166
2024-12-31,3.3677294661526034
2025-01-01,12.083344976518
2025-01-02,6.3558535971717625
2025-01-03,4.584141943564271
2025-01-04,10.566511467994623
2025-01-05,21.04627465275744
2025-01-06,7.274568405116799
2025-01-07,1.6023919705547347
2025-01-08,2.186259199903861
2025-01-09,7.162097457406489
2025-01-10,9.48125133564876
2025-01-11,6.902161684430402
2025-01-12,5.548795940006925
2025-01-13,6.848812985041791
2025-01-14,2.5852020494885632
2025-01-15,4.50210976725308
2025-01-16,5.616686006114211
2025-01-17,10.895808387455137
2025-01-18,7.877419476502653
2025-01-19,4.173375622258826
2025-01-20,8.463771513969721
2025-01-21,7.255939725982962
2025-01-22,7.875962652328651
2025-01-23,11.079221534470213
2025-01-24,8.402734722333268
2025-01-25,9.859774759080704
2025-01-26,4.3987342180365445
2025-01-27,8.668239554300687
2025-01-28,6.491964034573705
2025-01-29,9.515036624822153
2025-01-30,8.429195871340644
2025-01-31,7.074793480106073
2025-02-01,6.079145713399382
2025-02-02,6.184085081969135
2025-02-03,9.8395569294894
2025-02-04,11.63871770225316
2025-02-05,7.519808764678726
2025-02-06,11.97936004893857
2025-02-07,9.061939715596866
2025-02-08,9.387928813124896
2025-02-09,8.999269694109346
2025-02-10,11.238672114860641
2025-02-11,7.35781884886314
2025-02-12,12.916457046539639
2025-02-13,4.3401588797401836
2025-02-14,11.780232910819654
2025-02-15,10.307018218975715
2025-02-16,7.788350195618694
2025-02-17,8.972798282489782
2025-02-18,6.162648611607393
2025-02-19,8.148697269049359
2025-02-20,11.721982208175469
2025-02-21,14.915616394059331
2025-02-22,9.19270661065998
2025-02-23,7.821735402081318
2025-02-24,10.127848193092225
2025-02-25,11.509794369831342
2025-02-26,10.676632238569866
2025-02-27,7.879416233721316
2025-02-28,10.006774107183976
