timestamp,solar_radiation,temperature,precipitation
2024-12-01,300.8050176,13.607346450000001,0.0
2024-12-02,875.8259528,21.05470875,0.0
2024-12-03,234.0168556,27.27405685,8.608421698
2024-12-04,555.4077795,13.170720500000002,19.98033259
2024-12-05,592.0597918,29.084544719999997,0.0
2024-12-06,334.6447081,21.79994169,0.0
2024-12-07,607.0611589,16.72676552,0.0
2024-12-08,559.3404713,16.08596678,0.0
2024-12-09,739.3219308,18.90127876,8.519903152
2024-12-10,663.6240048,26.36515944,0.0
2024-12-11,875.9050439,17.0461438,0.0
2024-12-12,584.0054601,24.18473264,13.65329605
2024-12-13,249.2606936,28.20720146,0.0
2024-12-14,343.4895457,29.22073616,0.0
2024-12-15,970.917364,21.24900531,0.0
2024-12-16,732.3868548,29.409822069999997,0.0
2024-12-17,562.0692947,25.42807527,0.0
2024-12-18,969.9771401,28.38954384,0.0
2024-12-19,856.9603282,20.89323463,0.0
2024-12-20,777.4928681,22.39523447,0.0
2024-12-21,932.3985267,15.689765529999999,0.0
2024-12-22,509.9759771,21.28451582,2.785264563
2024-12-23,648.8859042,26.66266248,0.0
2024-12-24,696.2666156,21.2396704,0.0
2024-12-25,518.3088815,25.03527024,6.757243455
2024-12-26,277.1635599,25.53181774,0.0
2024-12-27,641.3612872,15.73464615,0.0
2024-12-28,501.8157485,14.02437141,0.0
2024-12-29,516.8652216,25.26851849,0.0
2024-12-30,537.0059262,29.441963549999997,0.0
2024-12-31,951.4364623,13.493704789999999,12.35215709
2025-01-01,215.7736478,26.11003439,0.0
2025-01-02,302.5456512,17.17574247,0.0
2025-01-03,856.392856,25.51957819,14.69456212
2025-01-04,397.4649749,26.09371132,26.4337469
2025-01-05,238.659128,28.225121809999997,0.0
2025-01-06,772.3463551,29.06045402,0.0
2025-01-07,451.3163601,15.499910799999999,0.0
2025-01-08,743.538797,16.17693576,0.0
2025-01-09,711.5280197,25.45802333,0.0
2025-01-10,351.6450539,15.723796239999999,18.03117744
2025-01-11,826.3777597,25.7510046,0.0
2025-01-12,708.7878067,17.60423364,0.0
2025-01-13,633.7500751,18.84603436,19.95616272
2025-01-14,597.6070299,14.639065380000002,0.0
2025-01-15,622.1932652,16.14404907,0.0
2025-01-16,637.6011607,19.63268357,0.0
2025-01-17,683.8985456,24.76435816,5.626939552
2025-01-18,306.1642249,13.847099660000001,0.0
2025-01-19,621.9576719,19.70774751,8.332143605
2025-01-20,710.1562672,26.73164856,0.0
2025-01-21,238.3447348,17.70243092,0.0
2025-01-22,201.7387687,25.07294406,0.0
2025-01-23,292.3152442,28.808237230000003,0.0
2025-01-24,881.5790765,17.52973416,0.0
2025-01-25,863.4410746,28.11701215,0.0
2025-01-26,752.7186259,14.90728171,0.0
2025-01-27,478.0801011,28.96751569,0.0
2025-01-28,887.4134792,13.45709592,0.0
2025-01-29,820.9139404,22.1755091,0.0
2025-01-30,286.2938058,23.99989076,0.0
2025-01-31,501.4321976,14.86026236,0.0
2025-02-01,674.3350532,25.86402168,0.0
2025-02-02,437.1419365,21.89307854,0.0
2025-02-03,838.5041144,16.84463471,3.214510742
2025-02-04,402.4264671,18.21443028,0.0
2025-02-05,553.5359714,15.170126020000001,0.0
2025-02-06,620.422468,22.06968484,7.591686514
2025-02-07,730.8325081,22.39544296,0.0
2025-02-08,599.92895,28.390235760000003,19.32560617
2025-02-09,481.9055115,15.23989392,0.0
2025-02-10,629.1822432,15.53399551,0.0
2025-02-11,781.2255218,16.41469976,0.0
2025-02-12,363.9930695,19.5194273,0.0
2025-02-13,317.5742933,23.76672254,0.0
2025-02-14,244.5749225,19.57758674,0.0
2025-02-15,488.7186563,26.22227478,0.0
2025-02-16,974.6975513,26.0875006,0.0
2025-02-17,533.6790991,17.35828029,0.0
2025-02-18,360.977856,25.6879297,0.0
2025-02-19,909.3645816,24.71566475,0.0
2025-02-20,261.0001227,24.56830315,0.0
2025-02-21,506.4156421,26.43875336,7.221648551
2025-02-22,579.8703808,27.636500750000003,0.0
2025-02-23,527.6846974,21.16800606,0.0
2025-02-24,288.1544174,18.02166064,23.19394347
2025-02-25,951.5891345,29.29327978,0.0
2025-02-26,575.0326059,23.39815137,0.0
2025-02-27,405.7210246,13.17337512,0.0
2025-02-28,590.9813314,15.780871739999998,0.0
