timestamp,wind_speed
2024-12-01,1.5596529697927382
2024-12-02,0.8048376620528144
2024-12-03,2.8618269833623504
2024-12-04,2.4829182767942304
2024-12-05,1.5216009674163478
2024-12-06,1.487545467223435
2024-12-07,2.3093502990803865
2024-12-08,1.7483259769097885
2024-12-09,1.1739933175544084
2024-12-10,2.0084416660273234
2024-12-11,0.5789499808988672
2024-12-12,1.6868460893371224
2024-12-13,2.4250177513286366
2024-12-14,0.7739074625222191
2024-12-15,0.0
2024-12-16,1.3970204003513111
2024-12-17,1.0869541193043917
2024-12-18,1.7805752759733562
2024-12-19,0.6544285000676812
2024-12-20,0.4666221033057316
2024-12-21,2.1448255336951334
2024-12-22,2.0624593127256556
2024-12-23,2.0096647170267103
2024-12-24,0.5970978243235469
2024-12-25,2.073636968497577
2024-12-26,2.4936418125974016
2024-12-27,0.6747861655038982
2024-12-28,1.9234642538396032
2024-12-29,1.7476069988966707
2024-12-30,2.1852555393693884
2024-12-31,1.1225764887175345
2025-01-01,4.027781658839333
2025-01-02,2.118617865723921
2025-01-03,1.5280473145214237
2025-01-04,3.522170489331541
2025-01-05,7.01542488425248
2025-01-06,2.424856135038933
2025-01-07,0.5341306568515782
2025-01-08,0.7287530666346205
2025-01-09,2.3873658191354963
2025-01-10,3.1604171118829205
2025-01-11,2.3007205614768007
2025-01-12,1.8495986466689749
2025-01-13,2.282937661680597
2025-01-14,0.8617340164961877
2025-01-15,1.5007032557510267
2025-01-16,1.872228668704737
2025-01-17,3.631936129151712
2025-01-18,2.625806492167551
2025-01-19,1.3911252074196088
2025-01-20,2.82125717132324
2025-01-21,2.4186465753276543
2025-01-22,2.6253208841095503
2025-01-23,3.693073844823404
2025-01-24,2.8009115741110895
2025-01-25,3.2865915863602346
2025-01-26,1.466244739345515
2025-01-27,2.889413184766896
2025-01-28,2.163988011524568
2025-01-29,3.1716788749407177
2025-01-30,2.809731957113548
2025-01-31,2.358264493368691
2025-02-01,2.0263819044664606
2025-02-02,2.0613616939897117
2025-02-03,3.2798523098297996
2025-02-04,3.87957256741772
2025-02-05,2.5066029215595753
2025-02-06,3.9931200163128566
2025-02-07,3.020646571865622
2025-02-08,3.1293096043749653
2025-02-09,2.9997565647031155
2025-02-10,3.7462240382868806
2025-02-11,2.4526062829543798
2025-02-12,4.30548568217988
2025-02-13,1.446719626580061
2025-02-14,3.9267443036065512
2025-02-15,3.4356727396585716
2025-02-16,2.596116731872898
2025-02-17,2.9909327608299274
2025-02-18,2.054216203869131
2025-02-19,2.716232423016453
2025-02-20,3.907327402725156
2025-02-21,4.97187213135311
2025-02-22,3.06423553688666
2025-02-23,2.607245134027106
2025-02-24,3.375949397697408
2025-02-25,3.836598123277114
2025-02-26,3.558877412856622
2025-02-27,2.6264720779071054
2025-02-28,3.3355913690613255
