timestamp,solar_radiation,temperature,precipitation
2024/12/1,300.8050176,18.60734645,0
2024/12/2,875.8259528,26.05470875,0
2024/12/3,234.0168556,32.27405685,8.608421698
2024/12/4,555.4077795,18.1707205,19.98033259
2024/12/5,592.0597918,34.08454472,0
2024/12/6,334.6447081,26.79994169,0
2024/12/7,607.0611589,21.72676552,0
2024/12/8,559.3404713,21.08596678,0
2024/12/9,739.3219308,23.90127876,8.519903152
2024/12/10,663.6240048,31.36515944,0
2024/12/11,875.9050439,22.0461438,0
2024/12/12,584.0054601,29.18473264,13.65329605
2024/12/13,249.2606936,33.20720146,0
2024/12/14,343.4895457,34.22073616,0
2024/12/15,970.917364,26.24900531,0
2024/12/16,732.3868548,34.40982207,0
2024/12/17,562.0692947,30.42807527,0
2024/12/18,969.9771401,33.38954384,0
2024/12/19,856.9603282,25.89323463,0
2024/12/20,777.4928681,27.39523447,0
2024/12/21,932.3985267,20.68976553,0
2024/12/22,509.9759771,26.28451582,2.785264563
2024/12/23,648.8859042,31.66266248,0
2024/12/24,696.2666156,26.2396704,0
2024/12/25,518.3088815,30.03527024,6.757243455
2024/12/26,277.1635599,30.53181774,0
2024/12/27,641.3612872,20.73464615,0
2024/12/28,501.8157485,19.02437141,0
2024/12/29,516.8652216,30.26851849,0
2024/12/30,537.0059262,34.44196355,0
2024/12/31,951.4364623,18.49370479,12.35215709
2025/1/1,215.7736478,31.11003439,0
2025/1/2,302.5456512,22.17574247,0
2025/1/3,856.392856,30.51957819,14.69456212
2025/1/4,397.4649749,31.09371132,26.4337469
2025/1/5,238.659128,33.22512181,0
2025/1/6,772.3463551,34.06045402,0
2025/1/7,451.3163601,20.4999108,0
2025/1/8,743.538797,21.17693576,0
2025/1/9,711.5280197,30.45802333,0
2025/1/10,351.6450539,20.72379624,18.03117744
2025/1/11,826.3777597,30.7510046,0
2025/1/12,708.7878067,22.60423364,0
2025/1/13,633.7500751,23.84603436,19.95616272
2025/1/14,597.6070299,19.63906538,0
2025/1/15,622.1932652,21.14404907,0
2025/1/16,637.6011607,24.63268357,0
2025/1/17,683.8985456,29.76435816,5.626939552
2025/1/18,306.1642249,18.84709966,0
2025/1/19,621.9576719,24.70774751,8.332143605
2025/1/20,710.1562672,31.73164856,0
2025/1/21,238.3447348,22.70243092,0
2025/1/22,201.7387687,30.07294406,0
2025/1/23,292.3152442,33.80823723,0
2025/1/24,881.5790765,22.52973416,0
2025/1/25,863.4410746,33.11701215,0
2025/1/26,752.7186259,19.90728171,0
2025/1/27,478.0801011,33.96751569,0
2025/1/28,887.4134792,18.45709592,0
2025/1/29,820.9139404,27.1755091,0
2025/1/30,286.2938058,28.99989076,0
2025/1/31,501.4321976,19.86026236,0
2025/2/1,674.3350532,30.86402168,0
2025/2/2,437.1419365,26.89307854,0
2025/2/3,838.5041144,21.84463471,3.214510742
2025/2/4,402.4264671,23.21443028,0
2025/2/5,553.5359714,20.17012602,0
2025/2/6,620.422468,27.06968484,7.591686514
2025/2/7,730.8325081,27.39544296,0
2025/2/8,599.92895,33.39023576,19.32560617
2025/2/9,481.9055115,20.23989392,0
2025/2/10,629.1822432,20.53399551,0
2025/2/11,781.2255218,21.41469976,0
2025/2/12,363.9930695,24.5194273,0
2025/2/13,317.5742933,28.76672254,0
2025/2/14,244.5749225,24.57758674,0
2025/2/15,488.7186563,31.22227478,0
2025/2/16,974.6975513,31.0875006,0
2025/2/17,533.6790991,22.35828029,0
2025/2/18,360.977856,30.6879297,0
2025/2/19,909.3645816,29.71566475,0
2025/2/20,261.0001227,29.56830315,0
2025/2/21,506.4156421,31.43875336,7.221648551
2025/2/22,579.8703808,32.63650075,0
2025/2/23,527.6846974,26.16800606,0
2025/2/24,288.1544174,23.02166064,23.19394347
2025/2/25,951.5891345,34.29327978,0
2025/2/26,575.0326059,28.39815137,0
2025/2/27,405.7210246,18.17337512,0
2025/2/28,590.9813314,20.78087174,0
