timestamp,wind_speed
2024-12-01,1.8715835637512857
2024-12-02,0.9658051944633772
2024-12-03,3.4341923800348204
2024-12-04,2.9795019321530765
2024-12-05,1.8259211608996173
2024-12-06,1.7850545606681218
2024-12-07,2.7712203588964637
2024-12-08,2.097991172291746
2024-12-09,1.40879198106529
2024-12-10,2.410129999232788
2024-12-11,0.6947399770786405
2024-12-12,2.024215307204547
2024-12-13,2.9100213015943637
2024-12-14,0.9286889550266628
2024-12-15,0.0
2024-12-16,1.6764244804215733
2024-12-17,1.30434494316527
2024-12-18,2.1366903311680274
2024-12-19,0.7853142000812173
2024-12-20,0.5599465239668779
2024-12-21,2.57379064043416
2024-12-22,2.4749511752707867
2024-12-23,2.411597660432052
2024-12-24,0.7165173891882562
2024-12-25,2.488364362197092
2024-12-26,2.9923701751168816
2024-12-27,0.8097433986046779
2024-12-28,2.3081571046075235
2024-12-29,2.0971283986760048
2024-12-30,2.622306647243266
2024-12-31,1.3470917864610412
2025-01-01,4.8333379906072
2025-01-02,2.542341438868705
2025-01-03,1.8336567774257084
2025-01-04,4.2266045871978495
2025-01-05,8.418509861102976
2025-01-06,2.9098273620467197
2025-01-07,0.6409567882218938
2025-01-08,0.8745036799615445
2025-01-09,2.8648389829625955
2025-01-10,3.7925005342595046
2025-01-11,2.760864673772161
2025-01-12,2.2195183760027697
2025-01-13,2.7395251940167165
2025-01-14,1.0340808197954252
2025-01-15,1.8008439069012319
2025-01-16,2.2466744024456844
2025-01-17,4.358323354982054
2025-01-18,3.150967790601061
2025-01-19,1.6693502489035306
2025-01-20,3.385508605587888
2025-01-21,2.902375890393185
2025-01-22,3.1503850609314603
2025-01-23,4.431688613788085
2025-01-24,3.3610938889333073
2025-01-25,3.9439099036322816
2025-01-26,1.7594936872146179
2025-01-27,3.467295821720275
2025-01-28,2.5967856138294816
2025-01-29,3.806014649928861
2025-01-30,3.371678348536258
2025-01-31,2.829917392042429
2025-02-01,2.431658285359753
2025-02-02,2.473634032787654
2025-02-03,3.9358227717957592
2025-02-04,4.655487080901263
2025-02-05,3.0079235058714904
2025-02-06,4.791744019575428
2025-02-07,3.6247758862387465
2025-02-08,3.755171525249958
2025-02-09,3.5997078776437386
2025-02-10,4.495468845944257
2025-02-11,2.9431275395452556
2025-02-12,5.166582818615855
2025-02-13,1.7360635518960732
2025-02-14,4.712093164327861
2025-02-15,4.122807287590286
2025-02-16,3.1153400782474776
2025-02-17,3.589119312995913
2025-02-18,2.4650594446429572
2025-02-19,3.259478907619744
2025-02-20,4.688792883270187
2025-02-21,5.966246557623732
2025-02-22,3.677082644263992
2025-02-23,3.128694160832527
2025-02-24,4.0511392772368895
2025-02-25,4.603917747932536
2025-02-26,4.270652895427946
2025-02-27,3.1517664934885263
2025-02-28,4.00270964287359
